"","sys_id","type","subtype","activity","sys_beg","sys_end","protein_in_syst","genes_count","name_of_profiles_in_sys","Genome"
"676","NZ_JRZZ01000036.1_Septu_7","Septu","Septu","Defense","NZ_JRZZ01000036.1_26","NZ_JRZZ01000036.1_27","NZ_JRZZ01000036.1_26,NZ_JRZZ01000036.1_27",2,"Septu__PtuA_2,Septu__PtuB_2","GCF_002865965.1"
"677","NZ_JRZZ01000061.1_RM_Type_II_15","RM","RM_Type_II","Defense","NZ_JRZZ01000061.1_4","NZ_JRZZ01000061.1_5","NZ_JRZZ01000061.1_4,NZ_JRZZ01000061.1_5",2,"RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase15","GCF_002865965.1"
"678","NZ_JRZZ01000062.1_DS-12B_5","DS-12B","DS-12B","Defense","NZ_JRZZ01000062.1_10","NZ_JRZZ01000062.1_10","NZ_JRZZ01000062.1_10",1,"DS-12__DS-12B","GCF_002865965.1"
"679","NZ_JRZZ01000138.1_Mok_Hok_Sok_13","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JRZZ01000138.1_1","NZ_JRZZ01000138.1_1","NZ_JRZZ01000138.1_1",1,"Mok_Hok_Sok__Hok","GCF_002865965.1"
"680","NZ_JRZZ01000143.1_Mok_Hok_Sok_14","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_JRZZ01000143.1_1","NZ_JRZZ01000143.1_1","NZ_JRZZ01000143.1_1",1,"Mok_Hok_Sok__Hok","GCF_002865965.1"
"681","NZ_CP023567.1_RM_Type_II_17","RM","RM_Type_II","Defense","NZ_CP023567.1_49","NZ_CP023567.1_50","NZ_CP023567.1_49,NZ_CP023567.1_50",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_002952315.1"
"682","NZ_CP023567.1_RM_Type_I_15","RM","RM_Type_I","Defense","NZ_CP023567.1_135","NZ_CP023567.1_139","NZ_CP023567.1_135,NZ_CP023567.1_138,NZ_CP023567.1_139",3,"RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52","GCF_002952315.1"
"683","NZ_CP023567.1_Lamassu-Lipase_8","Lamassu-Fam","Lamassu-Lipase","Defense","NZ_CP023567.1_616","NZ_CP023567.1_618","NZ_CP023567.1_616,NZ_CP023567.1_617,NZ_CP023567.1_618",3,"Lamassu-Fam__LmuA_effector_Lipase,Lamassu-Fam__LmuB_SMC_Lipase,Lamassu-Fam__LmuC_acc_Lipase","GCF_002952315.1"
"684","NZ_CP023567.1_RM_Type_II_18","RM","RM_Type_II","Defense","NZ_CP023567.1_628","NZ_CP023567.1_629","NZ_CP023567.1_628,NZ_CP023567.1_629",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27","GCF_002952315.1"
"685","NZ_CP023567.1_PD-T4-5_9","PD-T4-5","PD-T4-5","Defense","NZ_CP023567.1_700","NZ_CP023567.1_700","NZ_CP023567.1_700",1,"PD-T4-5__PD-T4-5","GCF_002952315.1"
"686","NZ_CP023567.1_VP1851_11","VP1851","VP1851","Defense","NZ_CP023567.1_835","NZ_CP023567.1_835","NZ_CP023567.1_835",1,"VP1851__VP1851","GCF_002952315.1"
"687","NZ_CP023567.1_BREX_I_3","BREX","BREX_I","Defense","NZ_CP023567.1_836","NZ_CP023567.1_841","NZ_CP023567.1_836,NZ_CP023567.1_837,NZ_CP023567.1_838,NZ_CP023567.1_839,NZ_CP023567.1_840,NZ_CP023567.1_841",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA","GCF_002952315.1"
"688","NZ_CP023567.1_Gao_Tmn_5","Gao_Tmn","Gao_Tmn","Defense","NZ_CP023567.1_1011","NZ_CP023567.1_1011","NZ_CP023567.1_1011",1,"Gao_Tmn__TmnA","GCF_002952315.1"
"689","NZ_CP023567.1_AbiE_1","AbiE","AbiE","Defense","NZ_CP023567.1_2136","NZ_CP023567.1_2137","NZ_CP023567.1_2136,NZ_CP023567.1_2137",2,"AbiEii__AbiEi_3,AbiEii__AbiEii","GCF_002952315.1"
"690","NZ_CP023567.1_Hachiman_6","Hachiman","Hachiman","Defense","NZ_CP023567.1_2214","NZ_CP023567.1_2215","NZ_CP023567.1_2214,NZ_CP023567.1_2215",2,"Hachiman__HamA_1,Hachiman__HamB","GCF_002952315.1"
"691","NZ_CP023567.1_DS-6_4","DS-6","DS-6","Defense","NZ_CP023567.1_2348","NZ_CP023567.1_2349","NZ_CP023567.1_2348,NZ_CP023567.1_2349",2,"DS-6__DS-6A,DS-6__DS-6B","GCF_002952315.1"
"692","NZ_CP023567.1_RloC_10","RloC","RloC","Defense","NZ_CP023567.1_2604","NZ_CP023567.1_2604","NZ_CP023567.1_2604",1,"RloC__RloC","GCF_002952315.1"
"693","NZ_CP023567.1_RM_Type_IV_19","RM","RM_Type_IV","Defense","NZ_CP023567.1_2699","NZ_CP023567.1_2699","NZ_CP023567.1_2699",1,"RM_Type_IV__Type_IV_03","GCF_002952315.1"
"694","NZ_CP023567.1_CAS_Class1-Subtype-I-F_21","Cas","CAS_Class1-Subtype-I-F","Defense","NZ_CP023567.1_2851","NZ_CP023567.1_2858","NZ_CP023567.1_2851,NZ_CP023567.1_2852,NZ_CP023567.1_2853,NZ_CP023567.1_2854,NZ_CP023567.1_2857,NZ_CP023567.1_2858",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas8f_I-F_4","GCF_002952315.1"
"695","NZ_CP023567.1_CAS_Class1-Subtype-I-E_20","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_CP023567.1_2868","NZ_CP023567.1_2875","NZ_CP023567.1_2868,NZ_CP023567.1_2869,NZ_CP023567.1_2870,NZ_CP023567.1_2871,NZ_CP023567.1_2872,NZ_CP023567.1_2873,NZ_CP023567.1_2874,NZ_CP023567.1_2875",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_002952315.1"
"696","NZ_CP023567.1_Zorya_TypeI_12","Zorya","Zorya_TypeI","Defense","NZ_CP023567.1_3091","NZ_CP023567.1_3094","NZ_CP023567.1_3091,NZ_CP023567.1_3092,NZ_CP023567.1_3093,NZ_CP023567.1_3094",4,"Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB","GCF_002952315.1"
"697","NZ_CP023567.1_RM_Type_I_16","RM","RM_Type_I","Defense","NZ_CP023567.1_3095","NZ_CP023567.1_3097","NZ_CP023567.1_3095,NZ_CP023567.1_3096,NZ_CP023567.1_3097",3,"RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06","GCF_002952315.1"
"698","NZ_PDET01000011.1_RM_Type_IV_14","RM","RM_Type_IV","Defense","NZ_PDET01000011.1_63","NZ_PDET01000011.1_63","NZ_PDET01000011.1_63",1,"RM_Type_IV__Type_IV_03","GCF_002976475.1"
"699","NZ_PDET01000014.1_ShosTA_10","ShosTA","ShosTA","Defense","NZ_PDET01000014.1_40","NZ_PDET01000014.1_41","NZ_PDET01000014.1_40,NZ_PDET01000014.1_41",2,"ShosTA__ShosA,ShosTA__ShosT","GCF_002976475.1"
"700","NZ_PDET01000014.1_RM_Type_IV_13","RM","RM_Type_IV","Defense","NZ_PDET01000014.1_95","NZ_PDET01000014.1_95","NZ_PDET01000014.1_95",1,"RM_Type_IV__Type_IV_05","GCF_002976475.1"
"701","NZ_PDET01000001.1_Septu_5","Septu","Septu","Defense","NZ_PDET01000001.1_68","NZ_PDET01000001.1_69","NZ_PDET01000001.1_68,NZ_PDET01000001.1_69",2,"Septu__PtuA,Septu__PtuB","GCF_002976475.1"
"702","NZ_PDET01000029.1_Sucellos_4","Sucellos","Sucellos","Defense","NZ_PDET01000029.1_27","NZ_PDET01000029.1_27","NZ_PDET01000029.1_27",1,"Sucellos__SclB_VCA0368","GCF_002976475.1"
"703","NZ_PDET01000002.1_MazEF_9","MazEF","MazEF","Defense","NZ_PDET01000002.1_345","NZ_PDET01000002.1_346","NZ_PDET01000002.1_345,NZ_PDET01000002.1_346",2,"MazEF__MazE,MazEF__MazF","GCF_002976475.1"
"704","NZ_PDET01000002.1_Lamassu-Cap4_nuclease_8","Lamassu-Fam","Lamassu-Cap4_nuclease","Defense","NZ_PDET01000002.1_372","NZ_PDET01000002.1_373","NZ_PDET01000002.1_372,NZ_PDET01000002.1_373",2,"Lamassu-Fam__LmuA_effector_Cap4_nuclease,Lamassu-Fam__LmuB_SMC_Cap4_nuclease","GCF_002976475.1"
"705","NZ_PDET01000006.1_Thoeris_II_7","Thoeris","Thoeris_II","Defense","NZ_PDET01000006.1_15","NZ_PDET01000006.1_17","NZ_PDET01000006.1_15,NZ_PDET01000006.1_16,NZ_PDET01000006.1_17",3,"Thoeris_II__ThsA_new_petit,Thoeris__ThsB_Global,Thoeris__ThsB_Global","GCF_002976475.1"
"706","NZ_PDET01000006.1_RloC_6","RloC","RloC","Defense","NZ_PDET01000006.1_78","NZ_PDET01000006.1_78","NZ_PDET01000006.1_78",1,"RloC__RloC","GCF_002976475.1"
"707","NZ_PDET01000007.1_RM_Type_I_12","RM","RM_Type_I","Defense","NZ_PDET01000007.1_138","NZ_PDET01000007.1_140","NZ_PDET01000007.1_138,NZ_PDET01000007.1_139,NZ_PDET01000007.1_140",3,"RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_06","GCF_002976475.1"
"708","NZ_PDET01000007.1_SDIC1_3","SDIC1","SDIC1","Defense","NZ_PDET01000007.1_143","NZ_PDET01000007.1_144","NZ_PDET01000007.1_143,NZ_PDET01000007.1_144",2,"SDIC1__SDIC1A,SDIC1__SDIC1B","GCF_002976475.1"
"709","NZ_PDET01000007.1_Mokosh_TypeII_2","Mokosh","Mokosh_TypeII","Defense","NZ_PDET01000007.1_152","NZ_PDET01000007.1_152","NZ_PDET01000007.1_152",1,"Mokosh_TypeII__MkoC","GCF_002976475.1"
"710","NZ_PDET01000007.1_DS-14_1","DS-14","DS-14","Defense","NZ_PDET01000007.1_248","NZ_PDET01000007.1_248","NZ_PDET01000007.1_248",1,"DS-14__DS-14","GCF_002976475.1"
"711","NZ_PCQJ01000001.1_PD-T7-5_3","PD-T7-5","PD-T7-5","Defense","NZ_PCQJ01000001.1_484","NZ_PCQJ01000001.1_484","NZ_PCQJ01000001.1_484",1,"PD-T7-5__PD-T7-5","GCF_002980095.1"
"712","NZ_PCQJ01000001.1_Hachiman_1","Hachiman","Hachiman","Defense","NZ_PCQJ01000001.1_487","NZ_PCQJ01000001.1_488","NZ_PCQJ01000001.1_487,NZ_PCQJ01000001.1_488",2,"Hachiman__HamA_2,Hachiman__HamB","GCF_002980095.1"
"713","NZ_PCQJ01000003.1_DS-43_4","DS-43","DS-43","Defense","NZ_PCQJ01000003.1_497","NZ_PCQJ01000003.1_497","NZ_PCQJ01000003.1_497",1,"DS-43__DS-43","GCF_002980095.1"
"714","NZ_PCQJ01000004.1_RM_Type_I_8","RM","RM_Type_I","Defense","NZ_PCQJ01000004.1_476","NZ_PCQJ01000004.1_477","NZ_PCQJ01000004.1_476,NZ_PCQJ01000004.1_477",2,"RM__Type_I_MTases_FAM_0,RM__Type_I_S_51","GCF_002980095.1"
"715","NZ_PCQJ01000005.1_PD-Lambda-1_5","PD-Lambda-1","PD-Lambda-1","Defense","NZ_PCQJ01000005.1_352","NZ_PCQJ01000005.1_352","NZ_PCQJ01000005.1_352",1,"PD-Lambda-1__PD-Lambda-1","GCF_002980095.1"
"716","NZ_PCQJ01000006.1_RM_Type_IV_9","RM","RM_Type_IV","Defense","NZ_PCQJ01000006.1_171","NZ_PCQJ01000006.1_171","NZ_PCQJ01000006.1_171",1,"RM_Type_IV__Type_IV_03","GCF_002980095.1"
"717","NZ_PCQJ01000008.1_GAPS2_6","GAPS2","GAPS2","Defense","NZ_PCQJ01000008.1_179","NZ_PCQJ01000008.1_179","NZ_PCQJ01000008.1_179",1,"GAPS2__GAPS2","GCF_002980095.1"
"718","NZ_LJAM02000343.1_RM_Type_II_3","RM","RM_Type_II","Defense","NZ_LJAM02000343.1_1","NZ_LJAM02000343.1_2","NZ_LJAM02000343.1_1,NZ_LJAM02000343.1_2",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase01","GCF_003058285.1"
"719","NZ_LJAM02000048.1_AbiU_2","AbiU","AbiU","Defense","NZ_LJAM02000048.1_1","NZ_LJAM02000048.1_1","NZ_LJAM02000048.1_1",1,"AbiU__AbiU","GCF_003058285.1"
"720","NZ_LJAM02000092.1_RM_Type_I_5","RM","RM_Type_I","Defense","NZ_LJAM02000092.1_1","NZ_LJAM02000092.1_3","NZ_LJAM02000092.1_1,NZ_LJAM02000092.1_2,NZ_LJAM02000092.1_3",3,"RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52","GCF_003058285.1"
"721","NZ_LJAM02000883.1_MazEF_1","MazEF","MazEF","Defense","NZ_LJAM02000883.1_1","NZ_LJAM02000883.1_2","NZ_LJAM02000883.1_1,NZ_LJAM02000883.1_2",2,"MazEF__MazE,MazEF__MazF","GCF_003058285.1"
"722","NZ_CP022725.1_BstA_1","BstA","BstA","Defense","NZ_CP022725.1_503","NZ_CP022725.1_503","NZ_CP022725.1_503",1,"BstA__BstA","GCF_003485445.1"
"723","NZ_CP022725.1_Erebus_2","Erebus","Erebus","Defense","NZ_CP022725.1_1078","NZ_CP022725.1_1078","NZ_CP022725.1_1078",1,"Erebus__EruA","GCF_003485445.1"
"724","NZ_CP022725.1_Septu_3","Septu","Septu","Defense","NZ_CP022725.1_1352","NZ_CP022725.1_1353","NZ_CP022725.1_1352,NZ_CP022725.1_1353",2,"Septu__PtuA,Septu__PtuB_2","GCF_003485445.1"
"725","NZ_CP022725.1_PrrC_5","PrrC","PrrC","Defense","NZ_CP022725.1_4248","NZ_CP022725.1_4251","NZ_CP022725.1_4248,NZ_CP022725.1_4249,NZ_CP022725.1_4250,NZ_CP022725.1_4251",4,"PrrC__PrrC,RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51","GCF_003485445.1"
"726","NZ_CP022726.1_AbiD_4","AbiD","AbiD","Defense","NZ_CP022726.1_32","NZ_CP022726.1_32","NZ_CP022726.1_32",1,"AbiD__AbiD","GCF_003485445.1"
"727","NZ_CP013970.1_RM_Type_III_4","RM","RM_Type_III","Defense","NZ_CP013970.1_951","NZ_CP013970.1_952","NZ_CP013970.1_951,NZ_CP013970.1_952",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed","GCF_003568535.1"
"728","NZ_CP013970.1_Gao_Tmn_1","Gao_Tmn","Gao_Tmn","Defense","NZ_CP013970.1_2951","NZ_CP013970.1_2951","NZ_CP013970.1_2951",1,"Gao_Tmn__TmnA","GCF_003568535.1"
"729","NZ_CP013970.1_RM_Type_II_2","RM","RM_Type_II","Defense","NZ_CP013970.1_3950","NZ_CP013970.1_3951","NZ_CP013970.1_3950,NZ_CP013970.1_3951",2,"RM_Type_II__Type_II_MTases_FAM_0,RM_Type_II__Type_II_REase30","GCF_003568535.1"
"730","NZ_CP013970.1_RM_Type_II_3","RM","RM_Type_II","Defense","NZ_CP013970.1_4170","NZ_CP013970.1_4171","NZ_CP013970.1_4170,NZ_CP013970.1_4171",2,"RM_Type_II__Type_II_MTases_FAM_21,RM_Type_II__Type_II_REase12","GCF_003568535.1"
"731","NZ_RJVB01000001.1_PD-T7-2_5","PD-T7-2","PD-T7-2","Defense","NZ_RJVB01000001.1_238","NZ_RJVB01000001.1_239","NZ_RJVB01000001.1_238,NZ_RJVB01000001.1_239",2,"PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B","GCF_003751505.1"
"732","NZ_RJVB01000003.1_Septu_3","Septu","Septu","Defense","NZ_RJVB01000003.1_432","NZ_RJVB01000003.1_433","NZ_RJVB01000003.1_432,NZ_RJVB01000003.1_433",2,"Septu__PtuA,Septu__PtuB","GCF_003751505.1"
"733","NZ_RJVB01000004.1_AbiE_1","AbiE","AbiE","Defense","NZ_RJVB01000004.1_236","NZ_RJVB01000004.1_237","NZ_RJVB01000004.1_236,NZ_RJVB01000004.1_237",2,"AbiEii__AbiEi_3,AbiEii__AbiEii","GCF_003751505.1"
"734","NZ_RJVB01000006.1_MazEF_2","MazEF","MazEF","Defense","NZ_RJVB01000006.1_20","NZ_RJVB01000006.1_21","NZ_RJVB01000006.1_20,NZ_RJVB01000006.1_21",2,"MazEF__MazE,MazEF__MazF","GCF_003751505.1"
"735","NZ_RJVB01000008.1_Mokosh_TypeII_4","Mokosh","Mokosh_TypeII","Defense","NZ_RJVB01000008.1_149","NZ_RJVB01000008.1_149","NZ_RJVB01000008.1_149",1,"Mokosh_TypeII__MkoC","GCF_003751505.1"
"736","NZ_RJVB01000010.1_CAS_Class1-Subtype-I-F_6","Cas","CAS_Class1-Subtype-I-F","Defense","NZ_RJVB01000010.1_65","NZ_RJVB01000010.1_70","NZ_RJVB01000010.1_65,NZ_RJVB01000010.1_66,NZ_RJVB01000010.1_67,NZ_RJVB01000010.1_68,NZ_RJVB01000010.1_69,NZ_RJVB01000010.1_70",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_2,cas7f_I-F_2,cas8f_I-F_4","GCF_003751505.1"
"737","NZ_RHHM01000010.1_RM_Type_III_7","RM","RM_Type_III","Defense","NZ_RHHM01000010.1_17","NZ_RHHM01000010.1_18","NZ_RHHM01000010.1_17,NZ_RHHM01000010.1_18",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_0.einsi_trimmed","GCF_003846135.1"
"738","NZ_RHHM01000015.1_CBASS_II_4","CBASS","CBASS_II","Defense","NZ_RHHM01000015.1_89","NZ_RHHM01000015.1_92","NZ_RHHM01000015.1_89,NZ_RHHM01000015.1_90,NZ_RHHM01000015.1_91,NZ_RHHM01000015.1_92",4,"CBASS__2TM_new,CBASS__AG_E1_ThiF,CBASS__Cyclase_II,CBASS__Jab","GCF_003846135.1"
"739","NZ_RHHM01000016.1_Sirona_1","Sirona","Sirona","Defense","NZ_RHHM01000016.1_4","NZ_RHHM01000016.1_4","NZ_RHHM01000016.1_4",1,"Sirona__VCA0356","GCF_003846135.1"
"740","NZ_RHHM01000024.1_RM_Type_II_8","RM","RM_Type_II","Defense","NZ_RHHM01000024.1_42","NZ_RHHM01000024.1_43","NZ_RHHM01000024.1_42,NZ_RHHM01000024.1_43",2,"RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase15","GCF_003846135.1"
"741","NZ_RHHM01000006.1_CAS_Class1-Subtype-I-F_9","Cas","CAS_Class1-Subtype-I-F","Defense","NZ_RHHM01000006.1_97","NZ_RHHM01000006.1_102","NZ_RHHM01000006.1_97,NZ_RHHM01000006.1_98,NZ_RHHM01000006.1_99,NZ_RHHM01000006.1_100,NZ_RHHM01000006.1_101,NZ_RHHM01000006.1_102",6,"cas1_I-F_1,cas3f_I-F_1,cas5f_I-F_2,cas6f_I_II_III_IV_V_VI_2,cas7f_I-F_1,cas8f_I-F_4","GCF_003846135.1"
"742","NZ_RHHM01000006.1_PrrC_5","PrrC","PrrC","Defense","NZ_RHHM01000006.1_236","NZ_RHHM01000006.1_239","NZ_RHHM01000006.1_236,NZ_RHHM01000006.1_237,NZ_RHHM01000006.1_238,NZ_RHHM01000006.1_239",4,"PrrC__EcoprrI,PrrC__PrrC,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_01","GCF_003846135.1"
"743","NZ_RHUM01000013.1_RM_Type_IV_7","RM","RM_Type_IV","Defense","NZ_RHUM01000013.1_118","NZ_RHUM01000013.1_119","NZ_RHUM01000013.1_118,NZ_RHUM01000013.1_119",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_003937915.1"
"744","NZ_RHUM01000013.1_Zorya_TypeI_1","Zorya","Zorya_TypeI","Defense","NZ_RHUM01000013.1_120","NZ_RHUM01000013.1_123","NZ_RHUM01000013.1_120,NZ_RHUM01000013.1_121,NZ_RHUM01000013.1_122,NZ_RHUM01000013.1_123",4,"Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB","GCF_003937915.1"
"745","NZ_RHUM01000013.1_RM_Type_I_6","RM","RM_Type_I","Defense","NZ_RHUM01000013.1_124","NZ_RHUM01000013.1_126","NZ_RHUM01000013.1_124,NZ_RHUM01000013.1_125,NZ_RHUM01000013.1_126",3,"RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52","GCF_003937915.1"
"746","NZ_RHUM01000006.1_Hachiman_2","Hachiman","Hachiman","Defense","NZ_RHUM01000006.1_228","NZ_RHUM01000006.1_229","NZ_RHUM01000006.1_228,NZ_RHUM01000006.1_229",2,"Hachiman__HamA_1,Hachiman__HamB","GCF_003937915.1"
"747","NZ_RHUM01000006.1_SDIC3_4","SDIC3","SDIC3","Defense","NZ_RHUM01000006.1_233","NZ_RHUM01000006.1_237","NZ_RHUM01000006.1_233,NZ_RHUM01000006.1_234,NZ_RHUM01000006.1_235,NZ_RHUM01000006.1_236,NZ_RHUM01000006.1_237",5,"SDIC3__SDIC3B,SDIC3__SDIC3C,SDIC3__SDIC3D,SDIC3__SDIC3E,SDIC3__SDIC3F","GCF_003937915.1"
"748","NZ_MCFB01000001.1_RM_Type_IV_10","RM","RM_Type_IV","Defense","NZ_MCFB01000001.1_5","NZ_MCFB01000001.1_5","NZ_MCFB01000001.1_5",1,"RM_Type_IV__Type_IV_03","GCF_003992295.1"
"749","NZ_MCFB01000001.1_Prometheus_4","Prometheus","Prometheus","Defense","NZ_MCFB01000001.1_6","NZ_MCFB01000001.1_6","NZ_MCFB01000001.1_6",1,"Prometheus__ProA","GCF_003992295.1"
"750","NZ_MCFB01000001.1_RM_Type_III_9","RM","RM_Type_III","Defense","NZ_MCFB01000001.1_1330","NZ_MCFB01000001.1_1331","NZ_MCFB01000001.1_1330,NZ_MCFB01000001.1_1331",2,"RM_Type_III__Type_III_MTases_FAM_0,RM_Type_III__Type_III_REases_FAM_1.einsi_trimmed","GCF_003992295.1"
"751","NZ_MCFB01000004.1_CAS_Class1-Subtype-I-E_11","Cas","CAS_Class1-Subtype-I-E","Defense","NZ_MCFB01000004.1_20","NZ_MCFB01000004.1_27","NZ_MCFB01000004.1_20,NZ_MCFB01000004.1_21,NZ_MCFB01000004.1_22,NZ_MCFB01000004.1_23,NZ_MCFB01000004.1_24,NZ_MCFB01000004.1_25,NZ_MCFB01000004.1_26,NZ_MCFB01000004.1_27",8,"cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_1","GCF_003992295.1"
"752","NZ_MCFB01000005.1_PD-T7-5_1","PD-T7-5","PD-T7-5","Defense","NZ_MCFB01000005.1_29","NZ_MCFB01000005.1_29","NZ_MCFB01000005.1_29",1,"PD-T7-5__PD-T7-5","GCF_003992295.1"
"753","NZ_MCFB01000012.1_Dnd_ABCDEFGH_3","Dnd","Dnd_ABCDEFGH","Defense","NZ_MCFB01000012.1_119","NZ_MCFB01000012.1_128","NZ_MCFB01000012.1_119,NZ_MCFB01000012.1_120,NZ_MCFB01000012.1_121,NZ_MCFB01000012.1_125,NZ_MCFB01000012.1_126,NZ_MCFB01000012.1_127,NZ_MCFB01000012.1_128",7,"Dnd_ABCDEFGH__DptF,Dnd_ABCDEFGH__DptG,Dnd_ABCDEFGH__DptH,Dnd__DndB,Dnd__DndC,Dnd__DndD,Dnd__DndE","GCF_003992295.1"
"754","NZ_MCFB01000022.1_RM_Type_II_7","RM","RM_Type_II","Defense","NZ_MCFB01000022.1_246","NZ_MCFB01000022.1_247","NZ_MCFB01000022.1_246,NZ_MCFB01000022.1_247",2,"RM_Type_II__Type_II_MTases_FAM_5,RM_Type_II__Type_II_REase09","GCF_003992295.1"
"755","NZ_MCFB01000069.1_Mok_Hok_Sok_6","Mok_Hok_Sok","Mok_Hok_Sok","Defense","NZ_MCFB01000069.1_36","NZ_MCFB01000069.1_36","NZ_MCFB01000069.1_36",1,"Mok_Hok_Sok__Hok","GCF_003992295.1"
"756","NZ_MCFB01000070.1_RM_Type_IV_8","RM","RM_Type_IV","Defense","NZ_MCFB01000070.1_80","NZ_MCFB01000070.1_81","NZ_MCFB01000070.1_80,NZ_MCFB01000070.1_81",2,"RM_Type_IV__FAM_1,RM_Type_IV__Type_IV_01","GCF_003992295.1"
"757","NZ_MCFB01000070.1_Retron_IV_5","Retron","Retron_IV","Defense","NZ_MCFB01000070.1_92","NZ_MCFB01000070.1_93","NZ_MCFB01000070.1_92,NZ_MCFB01000070.1_93",2,"Retron_IV__2TM,Retron__RT_Tot_8","GCF_003992295.1"
"758","NZ_JMEE01000006.1_PD-T7-2_9","PD-T7-2","PD-T7-2","Defense","NZ_JMEE01000006.1_37","NZ_JMEE01000006.1_38","NZ_JMEE01000006.1_37,NZ_JMEE01000006.1_38",2,"PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B","GCF_004022165.1"
"759","NZ_JMEE01000006.1_RloC_10","RloC","RloC","Defense","NZ_JMEE01000006.1_119","NZ_JMEE01000006.1_119","NZ_JMEE01000006.1_119",1,"RloC__RloC","GCF_004022165.1"
"760","NZ_JMEE01000007.1_Gabija_5","Gabija","Gabija","Defense","NZ_JMEE01000007.1_1","NZ_JMEE01000007.1_2","NZ_JMEE01000007.1_1,NZ_JMEE01000007.1_2",2,"Gabija__GajA,Gabija__GajB_2","GCF_004022165.1"
"761","NZ_JMEE01000007.1_Hachiman_6","Hachiman","Hachiman","Defense","NZ_JMEE01000007.1_3","NZ_JMEE01000007.1_4","NZ_JMEE01000007.1_3,NZ_JMEE01000007.1_4",2,"Hachiman__HamA_1,Hachiman__HamB","GCF_004022165.1"
"762","NZ_JMEE01000013.1_PD-T7-2_11","PD-T7-2","PD-T7-2","Defense","NZ_JMEE01000013.1_43","NZ_JMEE01000013.1_44","NZ_JMEE01000013.1_43,NZ_JMEE01000013.1_44",2,"PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B","GCF_004022165.1"
"763","NZ_JMEE01000015.1_HEC-05_2","HEC-05","HEC-05","Defense","NZ_JMEE01000015.1_4","NZ_JMEE01000015.1_4","NZ_JMEE01000015.1_4",1,"HEC-05__HEC-05","GCF_004022165.1"
"764","NZ_JMEE01000015.1_Druantia_II_1","Druantia","Druantia_II","Defense","NZ_JMEE01000015.1_8","NZ_JMEE01000015.1_11","NZ_JMEE01000015.1_8,NZ_JMEE01000015.1_9,NZ_JMEE01000015.1_10,NZ_JMEE01000015.1_11",4,"Druantia_II__DruF,Druantia_II__DruG,Druantia_II__DruM,Druantia__DruE_2","GCF_004022165.1"
"765","NZ_JMEE01000036.1_RM_Type_I_14","RM","RM_Type_I","Defense","NZ_JMEE01000036.1_81","NZ_JMEE01000036.1_83","NZ_JMEE01000036.1_81,NZ_JMEE01000036.1_82,NZ_JMEE01000036.1_83",3,"RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52","GCF_004022165.1"
